hariya niho isoko riba 	that's where the market is located 
afite injagwe y'umukara	he has a black cat 
afite inkweto zumukara 	he has a black shoes 
afite ishati yumukara	he has a black shirt
afite ishati yumweru	he has a white shirt
afite umukandara wumweru 	she has a white belt 
afite umukandara wukara	he has a black belt 
afite umukandara wirose	she has a rose belt
afite umukandara wubururu	she has  a blue belt
afite umukandara witsatsi	she has a green belt 
Izo nzu zose zirasa	All of those houses are the same
Abo bantu ni abasazi	These people are fool
Abo bahungu bombi ni ababyara  	Both boys are cousins
Abo bombi bakora couple nziza  	The two of them make a good couple
hambira ifarashi kuri kiriya giti  	Tie a horse to that tree
Simoni arashobora kugutwara  ku kazi	Simon can take you at job
Simoni ntabwo yasaga nkuwishimye  	Simon didn't seem happy
kagabo yizeye ko Domitira ameze neza 	kagabo hopes Domitira is OK
kagisha yakubeshyeye byinshi  	kagiaha has lied to you a lot
remi ntabwo yigeze abivugaho  	remi did not mention it
kamanzi yavuze ko arakaye  	kamanzi said he was angry
kamaliza avuga kuri byinshi  	kamaliza talks a lot
kabalisa yatekereje ko bisekeje  	kabalisa thought it was funny
mugisha yambwiye ibi byose  	mugisha told me all this
murinzi yambwiye uko nabikora  	murinzi told me how to do it
kagame numuyobozi mwiza	kagama is good leader
urwo nUrupfu rwa Simoni  	that's was Simon's death 
 bose bari basinze  	they was all drunk
Ntidushobora guhangana nibyo  	We can't deal with that
Rukara abwiye Mariya ko amukunda.	rukara told marry that he loves her
Ntabwo tugomba kongera kubikora  	We don't have to do that again
Tuzabiganiraho nyuma  	We will discuss it later
Icyo cyapa gisobanura iki  	What does that sign mean?
Iyo nyubako nini niyihe  	What is that large building?
ese Niki wakoze  	what did you do
Ibi bisobanura iki  	What does this mean 
Simoni yaguhaye ryari  	When did Simon give it to you?
Simoni yakubwiye ryari  	When did Simon tell you?
Iyo ngofero wakuye he  	Where did you get that hat?
Ubwenge burihe muri ibi  	What wisdom is there in this?
Iyo firime yerekana he  	Where does the film show
Ibi abikura he  	Where do you get this from?
Ninde wateguye iyo nama  	Who organized the meeting?
Kuki utasaba ako kazi  	Why not apply for the job?
Wareka kuvuga ibi  	Stop saying this
"Yego, mu byukuri yarabivuze  "	"Yes, he said it"
Wowe na njye ntabwo tumeze nkuriya  	You and I are not like that
Urashobora kubona ko burimunsi 	You can see that every day
Urashobora kujyana nawe  	You can go with you
Ntushobora guha ruswa uwo mucamanza  	You cannot bribe that judge
Urashobora kubikora ukoresheje terefone  	You can do this by phone
Ukwiriye ibirenze ibi  	You deserve more than this
Ntabwo wari ukeneye gukora ibi    	You didn't need to do this
Byari byiza ko utabikora  	It would be nice if you didn't
Urabizi ko bidashoboka  	You know it's impossible
Urasa nuwusetsa muri iyo ngofero  	You look like a jerk in that hat
Ugomba kumenya ko ndimo kunywa	You need to know that I am drinking
Ntugomba na rimwe kwibagirwa ibi  	You must never forget this
Wavuze ko Simoni yari ahuze  	You said Simon was busy
Ugomba kuba mwiza kuri ibi  	You have to be good at this
Ugomba kureka gukora ibi  	You have to stop doing this
Wambwiye ko ntabikora  	You told me I didn't do it
Ufite ijambo ryanjye kuri ibi  	You have my word on this
Ugomba kubyemera ryose  	You have to accept it all
Ibi byari ibiki  "Nta na kimwe " 	"""What was this?"" ""Nothing."""
Kandi uko ni ko Simoni yahuye na Domitira  	And so Simon met Domitra
Abo basore ni inshuti zawe  	Those guys are your friends
Mugirire neza abo mugukikije  	Do good to those around you
Emera ko niba ubishaka  	Accept that if you want to
Tuzanirekiriya kirahuri cyamata  	We'll bring you a glass of milk
Nshobora kukwiringira kubwibi  	I can trust you for evil
Nshobora kubibona kumunota umwe  	I can see it in one minute
Turashobora kwizera Simoni kubikora  	We can trust Simon to do it
"Urashobora kubisubiramo, nyamuneka  "	"You can repeat it, please"
Urashobora kubibona hariya  	You can see it there
Urashobora kongera kubisubiramo  	You can review it again
Ese koko ibi byabaye  	Did this really happen?
Simoni yakubwiye gukora ibi  	Simon told you to do this
Wigeze ubona iyo firime  	Have you ever seen that movie
Wari aziko ahari  	You knew it was there
Wishyuye izo nkweto  	You paid for those shoes
Ese Wabisabye Simoni  	Did you ask Simon
Wabwiye Simoni kubikora  	You told Simon to do it
Uragura ibi bisobanuro 	Buy this information 
Uratekereza ko nabyishimiye  	You think I enjoyed it
Uratekereza ko binteye ubwoba  	You think I'm scared
Uratekereza ko byari bisekeje  	You think it was funny
Ese ibi hari icyo bihindura  	Does this make any difference?
Ntugakore isura nkiyi  	Don't look like this
Ntukureho ibi bibazo  	Don't get me wrong
Umuntu wese akora iryo kosa  	Everyone makes that mistake
Mubyukuri tuzabikora dute  	How do we really do that?
Wibagirwe kubyerekeye nonaha  	Forget about it now
Abakobwa bavuga ko igihe cyose  	The girls say that all the time
Reba kuri iyo shusho  	Look at that picture
Avuga ko ari inyangamugayo  	He claims to be honest
Yansabye ko nifatanya na we  	He asked me to join him
Akomeza avuga ko ari ukuri  	He goes on to say that it is true
Yavuze ko atabizi  	He said he did not know
Ntabwo yari akwiye kubikora  	He shouldn't have done that
Yahisemo kutarya ibi	He chose not to eat this
Ese Tuzabikora dute  	How will we do it?
Nigute nshobora kwibagirwa iyo minsi  	How can I forget those days
Nigute ashobora kuvuga vuba  	How can he speak so quickly
Simoni yabikora ate   	How could Simon do that?
Simoni yabimenye ate  	How did Simon know that?
Wabyumvise ute  	How did you feel?
Wabimenye ute  	How did you find out?
Nigute wakunze iyo firime  	How did you like that movie?
Ibi bigutera ute  	How does this affect you?
Ibi byagenze bite  	How did this happen?
Ibi bingana iki hariya hariya  	How much is it there 
Ndemeranya nawe kubyerekeye  	I agree with you about that
Ndafite kimwe muri ibi  	I have one of these
Buri gihe nashakaga kubivuga  	I always wanted to say it
Ndabishima cyane ryose  	I really appreciate it
Ndakeka ko Simoni azoga  	I guess Simon will swim
Nizera ko ari inyangamugayo  	I believe he is honest
Nizera ko Simoni ankunda  	I hope Simon loved me
Naguze injangwe muri iryo duka  	I bought a cat in that store
Nshobora kwerekana ko mvuze ukuri  	I can show that I am telling the truth
Sinigeze ntekereza kuri ibi  	I never thought about this
Ntabwo nkunda icyo gitekerezo cyane  	I don’t like that idea very much
Ndizera ko Simoni azoga  	I hope Simon swims
Nabonye Simoni ankorera ibi  	I saw Simon do this for me
Nanga iyo abasore babikora  	I hate it when guys do it
Mfite umwanya uhagije kubyo  	I have enough time for that
Ndumva ko utameze neza	I feel unwell
Nizere ko azamfasha  	I hope he will help me
Ndizera ko atari ko bimeze  	I hope so it not like that
Nari nzi ko Simoni yari guhagarika umutima  	I knew Simon would be upset
Nzi byose kuri ibi bintu  	I know all about these things
Nzi ko ushobora kunyumva  	I know you can hear me
Namenye ko inzira igoye  	I learned that the path is difficult
Ndabikunda iyo abikoze  	I love it when he does
Nakoze iyo myenda njyenyine  	I made those clothes myself
Nahuye na we nimugoroba  	I met him in the evening
Uwo munsi naragenze ibirometero mirongo itanu  	I walked fifty miles that day
Mfata ibi nkishimwe  	I take this for granted
Ndatekereza ko abantu bose bari babizi  	I think everyone knew that
Natekereje ko nabisobanuye neza  	I thought I made it clear
Natekereje ko yarakaye  	I thought he was angry
Natekereje ko ari byiza  	I thought it was good
Natekereje ko aricyo gikorwa cyawe  	I thought that was your job
Nabwiye Simoni kukubwira  	I told Simon to tell you
Nakwitayeho cyane ryose   	I took great care of you
Nakunze kugira kimwe muri ibi  	I used to have one of these
Ndashaka kumenya icyo aricyo  	I want to know what it is
Ndashaka kumenya uwabikoze  	I want to know who did it
Nagize amahirwe yo kubona ibi  	I was lucky enough to see this
Nari nizeye ko uzabivuga  	I was hoping you would say that
Nari ngiye kubikora  	I was going to do it
Nagize amahirwe yo kubona ako kazi  	I was lucky enough to get that job
Icyo gihe nari ku kazi  	I was at work at the time
Nanyuze kuri iyo modoka  	I went through that car
Nzakora ikindi kintu cyose uretse ibi  	I will do anything other than this
Icyampa nkabyizera gusa  	I wish I could just believe it
Nifuzaga ko Simoni yagenda  	I wanted Simon to go
Ndibaza igihe ibi byabereye  	I wonder when this happened
Nahitamo gupfa aho kubikora  	I would rather die than do it
Nzahita mbona ibi  	I will see this immediately
Ndwanya icyo cyemezo  	I oppose that decision
Ndizera ko ibi bizabaho  	I hope this happens
Ntabwo ngomba kubikora  	I don't have to
Sinzi neza impamvu nabikoze  	I'm not sure why I did that
Nzi neza ko afite ukuri  	I'm sure he's right
Mbabajwe cyane no kubyumva  	I'm so sorry to hear that
Sinigeze mbona ibi  	I never saw this
Nabonye iyo firime mbere  	I saw that movie before
"Muri icyo gihe, uvuze ukuri  "	"In that case, you are right"
Ari nyiri iyo modoka  	He is the owner of the car
Nibyo uvuga byose  	That's all you say
Nibyo byose ushaka kurya  	That's all you want to eat
Iyo nyoni ni igitsina gabo cyangwa igitsina gore  	The bird is male or female
Ibi bigiye kuba bibi  	This is going to be bad
Nguwo umukandara naguhaye  	That's the belt I gave you
kunda imbwa yamjjye	I love my dog
turabakunda mwese	we love you all
Nibyo Simoni yashaka  	That's what Simon wanted
Nibyo nibyo utekereza  	That's what you think
Nibyo ushaka gukora  	That's what you want to do
Iyo niyo mbwa yawe iri hariya  	That's your dog over there
Nicyo cyemezo cyawe cya nyuma  	That is your final decision
Nicyo cyemezo cyawe cya nyuma  	That is your final decision
Ntibishobora kuba ko ahuze  	It may not be that he is connected
Byabaye ko yari hanze  	It turned out he was out
Biragaragara ko ari umukire  	He is obviously rich
Bavuga ko ari umukire  	They say he is rich
Imvura yaguye cyane  	It's raining cats and dogs
Nukuri ko yabivuze  	That's right- this is not about me
Reka mbe umucamanza wibi 	Let me be a bad judge
Menya neza ko ubwira Simoni ibi  	Make sure you tell Simon this
Nshobora kureba kiriya kinyamakuru  	I can see this magazine
Birashoboka ko aribwo bwa nyuma  	This is probably the last time
Madamu Smith asukura icyo cyumba  	Mrs. Smith cleaned the room
Mama yambwiye ko nabyibushye  	My mom told me I was fat
Nta muntu washoboraga gukora ako kazi  	No one could do that job
Abakobwa bose siko bameze  	Not all girls are like that
"Yewe mwana wumuhungu, ibi biteye isoni  "	"Oh boy, this is a shame"
"Yego, ndakwinginze, hagarika urwo rusaku! "	"Yes, please, stop that noise!"
Abantu babikora igihe cyose  	People do it all the time
Nyamuneka umpe ibi  	Please give me this
Shira ikirenge kuri iyo ntambwe  	Take that step
Ntabwo yashoboraga kuvuga ibi  	He could not say this
Yabikoreye mushiki we  	He did it for his sister
Yavuze ko yishimye  	He said he was happy
Ntabwo nari nkwiye kubikora  	I shouldn't have done that
Mubwire ko nsinziriye  	Tell him I'm asleep
Mubwire ko ndimo koga  	Tell her I'm swimming
Icyo kibazo cyamuteye kuba icyamamare  	That fact must be taken into account. "
Iyo pome yari nziza cyane  	That apple was so good
Uwo mwana azi kugenda  	The child knows how to walk
Uwo muhungu afite impano ikomeye  	The boy has a great talent
Uwo muhungu ni ingaruka mbi  	That boy is a bad influence
"Ibi ntibishobora kuba byiza, birashoboka  "	"This can't be good, maybe"
Uwo mwana yahise asinzira  	The child immediately fell asleep
Icyo cyumba cy'ishuri ni gito cyane  	That classroom is too small
Uwo munyarwenya arasekeje cyane  	The comedian is very funny
Ibi birashobora kutugura igihe runaka  	This can buy us some time
Ibi biterwa n'imiterere  	This is due to the nature
Iri bendera ni ryiza cyane  	This flag is so beautiful
Uwo mukobwa afite igipupe cyiza  	The girl has a beautiful doll
Uwo mukobwa ni mwiza cyane  	That girl is so beautiful
Uwo mukobwa asa neza cyane  	The girl looks very pretty
Uwo musore yampaye ibisimba  	The guy gave me the wolves
Uwo musore afite imitsi myinshi  	The guy has a lot of muscles
Uwo musore ni muto rwose! 	That guy is really young!
Uwo musore rwose arantwitse  	That guy really burned me
Uwo musore ni inshuti yanjye 	That guy is my friend
Ko ari muzima byanze bikunze  	That he is alive is inevitable
Iyo nzu isa nkaho itaye  	The house looks abandoned
Iyo nzu ikeneye gusiga irangi  	The house needs to be painted
dufite imodoka ebyiri	we have two car
Ibi birasanzwe kuri we  	This is normal for him
"Iyo ntabwo ari ingofero yawe, nibyo  "	"If it’s not your hat, that’s right"
Ibi ntakibazo cyirimo  	This is no problem
Ibi ni ibikoresho byoroshye  	These are simple tools
Nicyo nshaka kumenya  	That's what I want to know
dufite imodoka yumukara	we have a black car
Ibi bisa nkinteye amakenga  	This seems suspicious to me
Uwo muziki uranguruye urababaje  	That loud music is sad
Uwo mugabo ntagukwiriye  	That man doesn't deserve you
Iri funguro ryari imana gusa  	This meal was just a godsend
Uku kwimuka kwari ikosa rikomeye  	This move was a serious mistake
Uwo musore ni mwiza rwose  	That guy is really nice
Uwo musaza yapfuye azize kanseri  	The old man died of cancer
Uwo musaza agomba kuba umusazi  	That old man must be crazy
Iyo shusho izagushimisha  	That image will make you happy
Ibi bishyira mubitekerezo  	This puts it into perspective
Icyo cyumba ntabwo ari kinini cyane  	That room is not very big
Ibi bisa nkinteye amakenga  	This seems suspicious to me
Ubwo bwato bwaranyerekeje  	The boat drove me
Uwo muto nawo ni uwanjye  	That little one is mine too
Ibi byasaga nkamasasu  	This sounded like bullets
Ibi bisa nkigitekerezo kibi  	This sounds like a bad idea
Ayo magambo ntabwo aribi  	That statement is not wrong
Ububiko bugurisha imyenda yabagabo  	The store sells men's clothing
Urwo rumuri rukomeye ruhumye  	That great light is blind
Uwo munyeshuri arakora cyane  	The student works hard
Uwo mujyi uri ku bilometero bibiri  	The town is two miles away
Uwo mujyi wasaga nkuwateye imbere  	The city seemed to have developed
Iyo yari ijambo ryiza  	That was a good word
Iyo yari umuhamagaro mwiza rwose  	That was a really cool call
Iyo yari ijambo ryiza cyane  	That was a very nice word
Uwo wari umunsi ushimishije  	That was a fun day
Iri ryari irindi shyaka gusa  	This was just another party
Ibi ntibyigeze bihari mbere  	This has never happened before
Byari byiza rwose  	It was really good
Iyo yari intangiriro 	That was the beginning
Iyo whisky irakomeye cyane  	That whiskey is very strong
Ibi bizakubera byiza  	This will be good for you
Ibi bizaba bihagije kuri ubu  	This will be enough for now
Ibi bizatwara amayero mirongo itatu  	This will cost thirty euros
Ibi ntibyaba bikwiye  	This would not be appropriate
Icyo cyaba igitekerezo cyanjye  	That would be my opinion
ese Ibi ntibyakoroha  	wouldn't this be easy
Ibi ni ibintu bisusurutsa umutima  	This is a heartbreaking experience
Nibyo rwose ni byiza  	That's really good
Nibyo nashakaga kumenya  	That's what I wanted to know
kagabao yagiye kwamuganga	kagabo went at hospital
Nibyo rwose nashakaga kuvuga  	That's exactly what I meant
Ibi ntabwo ari igitekerezo gishya  	This is not a new idea
Niko byahoze ryose  	That's what it used to be
Nibyo numvise ryose  	That's all I heard
Nibyo ukeneye ryose  	That's all you need
Iyo ntampamvu yo gusara  	That’s no reason to go crazy
Ntabwo arimwe mubikorwa byacu  	It is not one of our activities
Ibi ntabwo ari bibi rwose  	This is not a bad thing at all
Ntabwo aricyo kibazo cyonyine  	That is not the only problem
Ntabwo aricyo kibazo cyonyine  	That is not the only problem
Iri ni ibanga rimwe nzakomeza  	This is one secret I will keep
Ibi rwose ntabwo ari ngombwa  	This is absolutely not necessary
Nibyo rwose urashaka  	That's exactly what you want
Ibi birambuye ingingo  	This details the article
Nibyo byonyine bishoboka  	That's all there is to it
Nibyo byabaye mbere  	That's what happened before
Nibyo nashakaga kubaza  	That's what I wanted to ask
Nibyo ndimo ndashaka  	That's what I want
Nibyo rwose byabaye  	That's exactly what happened
Aho niho bibera  	that's where there are
Niyo mpamvu tugomba kugenda  	That’s why we have to go
Niyo mpamvu tugomba kugenda  	That’s why we have to go
Hariho ukuri kuri kuri  	There is truth in truth
Muri iryo joro hari ukwezi  	There was a moon that night
Ibi ni ibitabo bya mushiki wanjye  	These are my sister's books
Ibi bitoki biraryoshye  	These bananas are delicious
Izo ntebe ziri munzira  	Those chairs are on the way
Abo bana barishimye  	The children were happy
Iyo myenda irakwiriye neza  	These clothes fit perfectly
Ibi byombi birasa neza  	Both look good
Abo bombi rwose barayikubise  	The two really hit it off
mugisha yagize ikibazo kuri ibi  	mugisha had a problem with this
mulisa nta burenganzira yari afite bwo kubikora  	mulisa had no right to do so
muvunyi yabikoze gusa nubwo yari afite  	muvunyi did just that even though he had
kalisai agereranya ibihembo kubyo  	kalisa compares the rewards to that
kalisai yavuze ko akunda imvura  	kalisa said he loves the rain
kagabo yavuze ko yariye  	kagabo said he ate
rukara yavuze ko ashonje  	rukara said he was hungry
rugira yavuze ko ibi ari wowe bireba  	rugira said this is up to you
muhizi yabonye ko Domitira yababaye  	muhizi noticed that Domitra was upset
Simoni ntazigera yemera ibi  	Simon will never accept this
Nta kintu na kimwe cyakozwe kuri ibi  	Nothing has been done about this
Ese ibi byari bigamije nkurwenya  	Was this meant to be a joke?
Turakeka ko ari inyangamugayo  	We think he is honest
Twari twizeye ko azatsinda  	We were confident he would win
Tugomba gusohoza iyo gahunda  	We need to implement that plan
Tuzabimenya nyuma  	We'll find out later
Tugiye gukora kuri ibi  	We are going to work on this
Turimo kubireba ubu  	We are looking at it now
Ntabwo tubikora gutya  	We don't do it like that
Ntabwo turimo muri abo  	We are not among them
Turacyakora kuri ibi  	We are still working on this
Icyo gihe wari ufite ubwenge  	You were smart at the time
Abo bantu bakora iki  	What do these people do?
Abo bantu turabakunda	we love those people
Ibi bivuze iki  	What does this mean?
mama wange arakunda	my mother loves me
bimeze bite kururiya musore	What's wrong with that guy
Ese Wavuze iki  	What Did You Say?
Icyo gitekerezo Simoni yakuye he  	Where did that idea come from?
"Kuki ukora ibi, "	Why are you doing this
Kuki wavuye gutya  	Why did you come out like that
Kuki wabibwiye Simoni  	Why did you tell Simon?
Kuki wihanganira ibi  	Why are you tolerating this
Kuki Simoni yabwiwe kubikora  	Why Simon was told to do it
Kuki nshaka kubikora  	Why would I want to do that
Kuki kagabo yankorera ibi  	Why did kagabo do this to me?
Kuki Simoni yabidukorera  	Why would Simon do that for us?
Kuki wabwira Simoni ko  	Why would you tell Simon that
Ibi bizagira icyo bihindura  	This will make a difference
Wampa icyo gitabo    	Give me that book
Urashaka ko ahubwo ntaha  	You want me to go home
"Wabihagarika, nyamuneka  "	"You can stop it, please"
Uribeshya kuri ibi  	You are wrong about this
Ntushobora kunsaba kubikora  	You can't ask me to do that
"Ntabwo ukeneye ibi, urabikeneye  "	"You don't need this, you need it"
Ntugomba kubimenya  	You don't have to know
Ntabwo wari ufite uburenganzira bwo kubikora  	You did not have the right to do so
Wari uziko ntazabikora  	You knew I wouldn't do it
Urabizi ntabwo nashakaga kuvuga  	"You know, I didn't mean to offend"
Urandeka mpangayikishijwe nibyo  	You let me worry about that
Urareka tugahangayikishwa nibyo  	Let us worry about that
Urasa neza muri iyo myenda  	You look good in those clothes
Urashobora kuba ufite ukuri kubyo  	You may be right about that
Wavuze ko Simoni yari muzima  	You said Simon was alive
Wavuze ko umukunda  	You said you loved him
Wavuze ko umukunda  	You said you loved him
Wavuze ko uhuze  	You said you were connected
Ugomba kubona ibi bigenzuwe  	You need to get this checked
Ugomba kumenya ko kugeza ubu  	You should know that by now
Ntabwo uzagira icyo kibazo  	You will not have that problem
Uvuze ukuri kuriya  	You are right about that
"Mubyukuri, sinari nzi ko bizagera aha  "	"In fact, I didn't know it was going to happen"
Izo ndabyo zose zirasa  	All of these flowers are similar
Kandi kuki utekereza ko aribi  	And why do you think this is so?
Abo basore ni abavandimwe bawe  	Those guys are your brothers
Azineza ko ushobora kubikora  	He is glad that you can do it
Bob akunze kwiruka kuri iyo nyanja  	Bob often runs on that lake
Gura metero esheshatu zumwenda  	Buy six feet of debt
Urashobora guhagarika kumpamagara  	You can stop calling me
Hitamo hagati yibi n'ibi  	Choose between this and that
Ntushobora kubisubiramo  	You can't repeat it
Kata cake ukoresheje icyo cyuma  	Cut the cake using that knife
Nibagiwe kubivuga  	I forgot to mention it
Simoni yakubwiye koko  	Simon really told you that
Simoni yakubwiye kubivuga  	Simon told you about it
Wigeze usoma kiriya gitabo  	Have you ever read that book?
Wabwiye Simoni ibi koko  	You really told Simon this
Wabonye iyo mbeba nto  	You saw that little mouse
Wababwiye gukora ibi  	You told them to do this
Tugomba gukora ibi koko  	We really have to do this
Uratekereza ko Simoni yibeshye  	You think Simon was wrong
Utekereza ko ibi bishobora gukora  	You think this can work
Uratekereza ko nasaze  	You think I'm crazy
Utekereza ko ibi byagenda neza  	Do you think this would work?
Utekereza ko Simoni yaguze ibi   	You think Simon bought this
Ese ibi birakubaho  	Does this happen to you?
Ntabwo Bolt isa nkaho irekuye  	Bolt doesn't seem to be releasing
Ntugashinyagure uriya mwana  	Don't make fun of that child
Ntukavugane nawe gutya  	Don't talk to me like that
Ntukavugane nawe gutya  	Don't talk to me like that
Ntukajyane iryo jwi  	Don't go for less that your full potential
Umukobwa wese azi uwo muririmbyi  	Every girl knows that singer
Kura abo bantu hano  	Get those people out of here
Mpa bike muri ibi  	Give me a few of these
"Nsubize ibi, ndakwinginze  "	"Answer this, please"
Yambajije uwo mugabo uwo ari we  	He asked me who the man was
Yavuze neza iyo ngingo  	He made the point
Yatemye kiriya giti cyera  (	He cut down the white tree (
Yanze yivuye inyuma icyo gitekerezo  	He flatly rejected the idea
Yari afite ubwoba bwo kubivuga  	He was afraid to say it
Afite imodoka namuhaye  	He has a car I gave him
Yizeye neza ko azaza  	He is confident that he will come
Yavuze ko atabizi  	He said he did not know
Yavuze ko ngomba kujyayo  	He said I had to go there
Yavuze ko udakeneye kugenda  	He said you don't need to go
Yavuze ko mugomba kugenda  	He said you have to go
Yambwiye ko arwaye  	He told me he was sick
"Hey, ibi byari ibiki  "	"Hey, what was this"
Ibi bishoboka bite  	How is this possible?
Nigute wabigirira Simoni  	How can you do that to Simon?
Nigute watinyuka kuvuga gutya  	How dare you say that
Simoni yabonye ate umwe muri abo  	How did Simon find one of these?
Iyo gari ya moshi igenda yihuta  	The train is speeding
Icyo gihe Simoni yari afite imyaka ingahe  	How old was Simon then?
Nakekaga ko yari ahari  	I thought he was there
Nizera ko aje hano  	I hope he comes here
Nizera ko azakora neza  	I hope he does well
Nizera ko ari inyangamugayo  	I believe he is honest
Ndabona ko anyuzwe  	I see that he is satisfied
Sinshobora kumva iryo jambo  	I can't hear that word
Natinyutse kongera kubivuga  	I dare say it again
Ndasaba ko yahanwa  	I demand that he be punished
Sinashakaga kuvuga ko bibaho  	I didn’t mean to say that it happens
Sinifuzaga ko ibi bibaho  	I didn't want this to happen
Ntekereza ko ari impuhwe  	I think it's a pity
Sinzi uwo mugabo uwo ari we  	I don't know who that man is
Ntabwo mbona ko ashobora kubikora  	I don't think he can do it
Ntekereza ko atabikora  	I don't think so
Mfite abana bankeneye  	I have children who need me
Natanze urwo rubanza  	I filed that case
Nizere ko azamfasha  	I hope he will help me
Nizere ko uzamfasha  	I hope you will help me
Nizere ko uzabikunda  	I hope you enjoy it
Icyo gihe nari nzi ko mvuze ukuri  	"At the time, I knew I was right"
Nzi ko Domitira ybagiyemu mahanga  	I know Domitra has gone abroad
Nzi ko ari mwiza  Nzi ko ushaka ko ngaruka  	I know it's good I know you want me to come back
Nkunda iyo Simoni abikora  	I love that Simon does it
Nkunda ibi birenze ibi  	I love this more than that
Nkeneye kumenya icyo aricyo  	I need to know what it is
Ndibuka ko yabivuze  	I remember he said that
Navuze ko nzamufasha  	I said I would help her
Navuze ko nzafasha Simoni  	I said I would help Simon
Nabonye iyo firime kuwa gatandatu  	I saw the movie on Saturday
Ndakeka ko ushobora kubivuga  	I guess you can say that
Ntekereza ko abantu bose babizi  	I think everyone knows that
Ndatekereza ko azabigeraho  	I think he will succeed
Ndatekereza ko uvuze ukuri  	I think you're right
Ntekereza ko ibi bihenze cyane  	I think this is very expensive
Natekereje ko yari inyangamugayo  	I thought he was honest
Natekereje ko azaza  	I thought he would come 
Natekereje ko ushobora kubaza  	I thought you might ask
Natekereje ko uzabivuga  	I thought you would say that
Namubwiye ko yibeshye  	I told him he was wrong
Nafashe iyo foto icyumweru gishize  	I took that photo last week
Ndashaka kureba neza kuri ibi  	I want to take a closer look at this
Ndashaka ifoto yiyo mbwa  	I want a picture of that dog
Ndashaka kubashimira kubwibi  	I want to thank you for your kindness
Naburiye Simoni kutarya ibi  	I warned Simon not to eat this
Nifuzaga ko byari kuba byoroshye  	I wish it was easier
Nifuzaga ko nagufasha  	I wish I could help you
Nkwifurije kubyemera  	I wish you all the best
 Ni izihe nyungu z'ikoranabuhanga  	 What are the benefits of technology?
Dore Kimwe muri ibi bintu  	Here is one of these things
Mfite impungenge kuri ibi rimwe na rimwe  	I'm worried about this sometimes
Icyo nakora cyose uretse ibi  	Whatever I do except this
Ndashaka inkweto nkizo  	I would like a pair of shoes
Ndashaka kubigerageza  	I want to try it
Ndashaka ko umpa ibi  	I want you to give me this
Nzakugarukira kuri ibi  	I will come back to this
Ntangazwa nuko ubivuze  	I'm amazed at what you say
Nzi neza ko wabonye Simoni  	I'm sure you saw Simon
Ndareba izo ndabyo  	I look at those flowers
Nishimiye rwose kubyumva  	I'm really glad to hear that
Mbabajwe nuko ibi byabaye  	I'm sorry to hear that
"Niba nari mbizi, nakubwira  "	"If I had known, I would have told you"
"Niba aribi, ibyiza byose  "	"If so, all the best"
Niba urya ko uzapfa  	If you eat you will die
Ni mu buhe buryo ibi ari ukuri  	How is this true?
Mu byukuri ni ibintu bikomeye  	It’s really a big deal
Hoba hari ikitagenda neza muribi  	There is something wrong with that
Nibyo byose ushaka kumenya  	That's all you want to know
Iyo niyo shusho yumwimerere  	That is the original image
Ibi biraremereye nkuko bisa  	This is as heavy as it sounds
Ese ako gasakoshi kakozwe mu ruhu rwinyana  	Is the bag made of calf skin
Iyo mashini iracyakoreshwa  	The machine is still in use
Iyo niyo gariyamoshi  	That is the train
Nibyo byakubayeho  	That's what happened to you
Nibyo koko byabaye  	That's exactly what happened
Ese Nibyo mutekereza  	Is that what you think
Ntabwo nshobora kubikora njyenyine   	I can't do it alone
Ntabwo nshobora gukora aka kazi wenyine   	I can't do this job alone
tugiye kwamuganga twese	we are all going at hospital
Ntabwo nshobora kubirangiza uyu munsi   	I can't finish today
Ntabwo nshobora gukosora iyo mudasobwa   	I can't fix that computer
Sinshobora kubikora iki gihe   	I can't do it right now
Sinshobora kubona muri uru rumuri   	I can't see in this light
Sinshobora gufata ibi   	I can't take this
Ntekereza ko ibi aribyigihe gito   	I think this is temporary
Ntabwo niyandikishije kuriyo   	I did not subscribe to it
Ntabwo ko mbona ibi bishimishije   	I don't find  interesting in this
Sinzi icyo aricyo   	I don't know what it is
Ntabwo nkunda iyo modoka  	I don't like that car
Ntabwo nkunda ibi bihe   	I don’t like these times
Ntabwo nizeye uyu mushoferi   	I don't trust this driver
Sinshaka kumva ibi   	I don't want to hear this
Nanga aka kazi rimwe na rimwe   	I hate this job sometimes
Nanze aha hantu   	I hate this place
Nizere ko ibyo atari inzozi   	I hope that is not a dream
Naguze inkweto gusa   	I just bought shoes
Ntabwo nshobora kubyemera   	I can't believe it
Nari tuziko ibi bitazagenda neza   	I knew this was not going to work out
Nzi icyo aricyo   	I know what it is
Nkunda ubu bwoko bwa pome   	I love this type of apple
Ngomba kubimenyesha Karasira   	I have to inform Karasira
Nkeneye ibi kukurusha   	I need this more than you
Nkeneye ubufasha bwa Karasira  	I need Karasira's help 
Nkunda cyane uyu muhanzikazi   	I really like this artist
Mu byukuri ngomba kurangiza ibi   	I really have to finish this
Nkwiye kuguha ibi   	I should give you this
Nari nkwiye kubibona mbere   	I should have seen it before
Ntabwo nkwiye gukora ibi   	I shouldn't do this
Ntekereza ko ibi ari ngombwa   	I think this is important
Ndashaka kuba muri iyo kipe   	I want to be on that team
Ndashaka ko ukemura ibi   	I want you to solve this
Ntabwo nabimenyeshejwe  na mugisha	I was not notified by mugisha
